Mouse.Gene_ID	MGI	Entrez.Gene_ID	Human.Gene_ID	HGNC
ENSMUSG00000030966	Trim21	20821	ENSG00000132109	TRIM21
ENSMUSG00000036225	Kctd1	106931	ENSG00000134504	KCTD1
ENSMUSG00000088656	Gm24848	115488987	ENSG00000222486	RNU6-77P
ENSMUSG00000033209	Ttc28	209683	ENSG00000100154	TTC28
ENSMUSG00000061032	Rrp1	18114	ENSG00000160214	RRP1
ENSMUSG00000016757	Ttll12	223723	ENSG00000100304	TTLL12
ENSMUSG00000073016	Uprt	331487	ENSG00000094841	UPRT
ENSMUSG00000004665	Cnn2	12798	ENSG00000064666	CNN2
ENSMUSG00000016619	Nup50	18141	ENSG00000093000	NUP50
ENSMUSG00000050505	Pcdh20	219257	ENSG00000197991	
ENSMUSG00000025817	Nudt5	53893	ENSG00000165609	NUDT5
ENSMUSG00000022122	Ednrb	13618	ENSG00000136160	EDNRB
ENSMUSG00000025856	Pdgfa	18590	ENSG00000197461	PDGFA
ENSMUSG00000021047	Nova1	664883	ENSG00000139910	NOVA1
ENSMUSG00000022947	Cbr3	109857	ENSG00000159231	CBR3
ENSMUSG00000038980	Rbbp8nl	271887	ENSG00000130701	RBBP8NL
ENSMUSG00000051864	Tbc1d22a	223754	ENSG00000054611	TBC1D22A
ENSMUSG00000036111	Lmo1	109594	ENSG00000166407	LMO1
ENSMUSG00000015377	Dennd6b	69440	ENSG00000205593	DENND6B
ENSMUSG00000025612	Bach1	12013	ENSG00000156273	BACH1
ENSMUSG00000053477	Tcf4	21413	ENSG00000196628	TCF4
ENSMUSG00000045306	Olfr734	258658	ENSG00000275249	
ENSMUSG00000017897	Eya2	14049	ENSG00000064655	EYA2
ENSMUSG00000009246	Trpm5	56843	ENSG00000070985	TRPM5
ENSMUSG00000042447	Mios	252875	ENSG00000164654	MIOS
ENSMUSG00000044988	Ucn3	83428	ENSG00000178473	UCN3
ENSMUSG00000092305	Prps1l1	75456	ENSG00000229937	PRPS1L1
ENSMUSG00000031156	Slc35a2	22232	ENSG00000102100	SLC35A2
ENSMUSG00000036880	Acaa2	52538	ENSG00000167315	ACAA2
ENSMUSG00000077207	Gm25609	115487600	ENSG00000212136	RNU6-696P
ENSMUSG00000062694	Cav3	12391	ENSG00000182533	CAV3
ENSMUSG00000039671	Zmynd8	228880	ENSG00000101040	ZMYND8
ENSMUSG00000038070	Cntln	338349	ENSG00000044459	CNTLN
ENSMUSG00000020265	Sumo3	20610	ENSG00000184900	SUMO3
ENSMUSG00000022941	Ripply3	170765	ENSG00000183145	RIPPLY3
ENSMUSG00000065403	Mir18	387135	ENSG00000283815	MIR18A
ENSMUSG00000063410	Stk24	223255	ENSG00000102572	STK24
ENSMUSG00000033128	Gga1	106039	ENSG00000100083	GGA1
ENSMUSG00000039057	Myo16	244281	ENSG00000041515	MYO16
ENSMUSG00000026312	Cdh7	241201	ENSG00000081138	CDH7
ENSMUSG00000022110	Sucla2	20916	ENSG00000136143	SUCLA2
ENSMUSG00000050982	Apol10a	245282	ENSG00000128335	APOL2
ENSMUSG00000043460	Elfn2	207393	ENSG00000166897	ELFN2
ENSMUSG00000047216	Cdh19	227485	ENSG00000071991	CDH19
ENSMUSG00000022021	Diaph3	56419	ENSG00000139734	DIAPH3
ENSMUSG00000075478	Slitrk1	76965	ENSG00000178235	SLITRK1
ENSMUSG00000049560	Defb20	319579	ENSG00000185982	DEFB128
ENSMUSG00000035891	Cerk	223753	ENSG00000100422	CERK
ENSMUSG00000043241	Upf2	326622	ENSG00000151461	UPF2
ENSMUSG00000029570	Lfng	16848	ENSG00000106003	LFNG
ENSMUSG00000029607	Ankrd61	66729	ENSG00000157999	ANKRD61
ENSMUSG00000025816	Sec61a2	57743	ENSG00000065665	SEC61A2
ENSMUSG00000062760	Shisal1	72301	ENSG00000138944	SHISAL1
ENSMUSG00000008333	Snrpb2	20639	ENSG00000125870	SNRPB2
ENSMUSG00000016637	Ift27	67042	ENSG00000100360	IFT27
ENSMUSG00000033107	Rnf125	67664	ENSG00000101695	RNF125
ENSMUSG00000024519	Cplx4	225644	ENSG00000166569	CPLX4
ENSMUSG00000035296	Sgcg	24053	ENSG00000102683	SGCG
ENSMUSG00000084619	Gm25045	NA	ENSG00000212354	RNU6-1242P
ENSMUSG00000065111	Gm25141	115488596	ENSG00000202239	RNU6-396P
ENSMUSG00000027510	Rbm38	56190	ENSG00000132819	RBM38
ENSMUSG00000000078	Klf6	23849	ENSG00000067082	KLF6
ENSMUSG00000064745	Gm24708	115486567	ENSG00000207330	RNU6-73P
ENSMUSG00000022893	Adamts1	11504	ENSG00000154734	ADAMTS1
ENSMUSG00000045319	Proser2	227545	ENSG00000148426	PROSER2
ENSMUSG00000024175	Tekt4	71840	ENSG00000274847	MAFIP
ENSMUSG00000051483	Cbr1	12408	ENSG00000159228	CBR1
ENSMUSG00000044502	Bod1	69556	ENSG00000228075	BOD1L2
ENSMUSG00000018868	Pnpla5	75772	ENSG00000100341	PNPLA5
ENSMUSG00000030471	Zdhhc13	243983	ENSG00000177054	ZDHHC13
ENSMUSG00000057402	Cldn34b2	73347	ENSG00000234469	CLDN34
ENSMUSG00000041096	Tspyl2	52808	ENSG00000184205	TSPYL2
ENSMUSG00000041607	Mbp	17196	ENSG00000197971	MBP
ENSMUSG00000107877	Gm43951	74477	ENSG00000282936	
ENSMUSG00000052151	Plpp2	50784	ENSG00000141934	PLPP2
ENSMUSG00000040808	S100g	12309	ENSG00000169906	S100G
ENSMUSG00000026672	Optn	71648	ENSG00000123240	OPTN
ENSMUSG00000075569	Rsph10b	18861	ENSG00000155026	RSPH10B
ENSMUSG00000075569	Rsph10b	18861	ENSG00000169402	RSPH10B2
ENSMUSG00000011034	Slc5a1	20537	ENSG00000100170	SLC5A1
ENSMUSG00000003070	Efna2	13637	ENSG00000099617	EFNA2
ENSMUSG00000017664	Slc35c2	228875	ENSG00000080189	SLC35C2
ENSMUSG00000023452	Pisd	320951	ENSG00000241878	PISD
ENSMUSG00000053553	3110082I17Rik	73212	ENSG00000146540	C7orf50
ENSMUSG00000026787	Gad2	14417	ENSG00000136750	GAD2
ENSMUSG00000047710	Champ1	101994	ENSG00000198824	CHAMP1
ENSMUSG00000091650	Apol11a	626615	ENSG00000128335	APOL2
ENSMUSG00000034723	Tmx4	52837	ENSG00000125827	TMX4
ENSMUSG00000050645	Defb19	246700	ENSG00000180483	DEFB119
ENSMUSG00000038312	Edem2	108687	ENSG00000088298	EDEM2
ENSMUSG00000004667	Polr2e	66420	ENSG00000099817	POLR2E
ENSMUSG00000049764	Zfp280b	64453	ENSG00000275004	ZNF280B
ENSMUSG00000029546	Uncx	22255	ENSG00000164853	UNCX
ENSMUSG00000049999	Ppp1r3d	228966	ENSG00000132825	PPP1R3D
ENSMUSG00000056544	Defb21	403172	ENSG00000131068	DEFB118
ENSMUSG00000078611	Gm5901	100503879	ENSG00000180878	C11orf42
ENSMUSG00000105547	Iglc3	NA	ENSG00000211677	IGLC2
ENSMUSG00000105547	Iglc3	NA	ENSG00000254709	IGLL5
ENSMUSG00000105547	Iglc3	NA	ENSG00000128322	IGLL1
ENSMUSG00000105547	Iglc3	NA	ENSG00000211679	IGLC3
ENSMUSG00000105547	Iglc3	NA	ENSG00000211675	IGLC1
ENSMUSG00000044533	Rps2	16898	ENSG00000140988	RPS2
ENSMUSG00000074625	Arhgap40	545481	ENSG00000124143	ARHGAP40
ENSMUSG00000001687	Ubl3	24109	ENSG00000122042	UBL3
ENSMUSG00000056706	Krtap7-1	71363	ENSG00000274749	KRTAP7-1
ENSMUSG00000041961	Znrf3	407821	ENSG00000183579	ZNRF3
ENSMUSG00000037253	Mex3c	240396	ENSG00000176624	MEX3C
ENSMUSG00000027566	Psma7	26444	ENSG00000101182	PSMA7
ENSMUSG00000038085	Cnbd2	70873	ENSG00000149646	CNBD2
ENSMUSG00000017670	Elmo2	140579	ENSG00000062598	ELMO2
ENSMUSG00000000037	Scml2	107815	ENSG00000102098	SCML2
ENSMUSG00000022948	Setd4	224440	ENSG00000185917	SETD4
ENSMUSG00000021999	Cpb2	56373	ENSG00000080618	CPB2
ENSMUSG00000053783	1700016K19Rik	74230	ENSG00000187624	C17orf97
ENSMUSG00000034732	Pabpc5	93728	ENSG00000174740	PABPC5
ENSMUSG00000040785	Ttc3	22129	ENSG00000182670	TTC3
ENSMUSG00000037110	Ralgapa2	241694	ENSG00000188559	RALGAPA2
ENSMUSG00000064871	Snord58b	NA	ENSG00000271982	SNORD58B
ENSMUSG00000002500	Rpl3l	66211	ENSG00000140986	RPL3L
ENSMUSG00000037754	Ppp1r16b	228852	ENSG00000101445	PPP1R16B
ENSMUSG00000066108	Muc5b	74180	ENSG00000117983	MUC5B
ENSMUSG00000022132	Cldn10	58187	ENSG00000134873	CLDN10
ENSMUSG00000026650	Meig1	104362	ENSG00000197889	MEIG1
ENSMUSG00000057346	Apol9a	223672	ENSG00000128335	APOL2
ENSMUSG00000041552	Ptchd1	211612	ENSG00000165186	PTCHD1
ENSMUSG00000065557	Mirlet7c-1	387246	ENSG00000199030	MIRLET7C
ENSMUSG00000038369	Ncoa6	56406	ENSG00000198646	NCOA6
ENSMUSG00000035469	Rcbtb1	71330	ENSG00000136144	RCBTB1
ENSMUSG00000000759	Tubgcp3	259279	ENSG00000126216	TUBGCP3
ENSMUSG00000034647	Ankrd12	106585	ENSG00000101745	ANKRD12
ENSMUSG00000045655	Fam216b	219170	ENSG00000179813	FAM216B
ENSMUSG00000025531	Chm	12662	ENSG00000188419	CHM
ENSMUSG00000078780	Gm5150	381484	ENSG00000089012	SIRPG
ENSMUSG00000031226	Pbdc1	67683	ENSG00000102390	PBDC1
ENSMUSG00000091863	Cldn34a	635396	ENSG00000234469	CLDN34
ENSMUSG00000074680	Defb26	654457	ENSG00000178591	DEFB125
ENSMUSG00000017003	Svs3a	64335	ENSG00000124157	SEMG2
ENSMUSG00000017003	Svs3a	64335	ENSG00000124233	SEMG1
ENSMUSG00000050089	Akap4	11643	ENSG00000147081	AKAP4
ENSMUSG00000042817	Flt3	14255	ENSG00000122025	FLT3
ENSMUSG00000039244	E130309D02Rik	231868	ENSG00000146576	C7orf26
ENSMUSG00000026644	Acbd7	78245	ENSG00000176244	ACBD7
ENSMUSG00000025855	Prkar1b	19085	ENSG00000188191	PRKAR1B
ENSMUSG00000040667	Nup88	19069	ENSG00000108559	NUP88
ENSMUSG00000040543	Pitpnm3	327958	ENSG00000091622	PITPNM3
ENSMUSG00000045912	C2cd4c	237397	ENSG00000183186	C2CD4C
ENSMUSG00000021928	Ebpl	68177	ENSG00000123179	EBPL
ENSMUSG00000032948	Lipi	320355	ENSG00000188992	LIPI
ENSMUSG00000055421	Pcdh9	211712	ENSG00000184226	PCDH9
ENSMUSG00000064468	Gm25081	115489566	ENSG00000238680	RNU6-1037P
ENSMUSG00000071738	Cldn34b3	238829	ENSG00000234469	CLDN34
ENSMUSG00000031155	Pim2	18715	ENSG00000102096	PIM2
ENSMUSG00000046873	Mbtps2	270669	ENSG00000012174	MBTPS2
ENSMUSG00000088992	Gm22769	115488681	ENSG00000252097	RNU6-346P
ENSMUSG00000075520	Malrd1	102635496	ENSG00000204740	MALRD1
ENSMUSG00000052551	Adarb2	94191	ENSG00000185736	ADARB2
ENSMUSG00000039621	Prex1	277360	ENSG00000124126	PREX1
ENSMUSG00000024563	Smad2	17126	ENSG00000175387	SMAD2
ENSMUSG00000040746	Rnf167	70510	ENSG00000108523	RNF167
ENSMUSG00000024647	Cbln2	12405	ENSG00000141668	CBLN2
ENSMUSG00000058881	Zfp516	329003	ENSG00000101493	ZNF516
ENSMUSG00000023911	Flywch2	76917	ENSG00000162076	FLYWCH2
ENSMUSG00000108981	Gm15262	NA	ENSG00000177324	BEND2
ENSMUSG00000025858	Get4	67604	ENSG00000239857	GET4
ENSMUSG00000024032	Tff1	21784	ENSG00000160182	TFF1
ENSMUSG00000027439	Gzf1	74533	ENSG00000125812	GZF1
ENSMUSG00000004151	Etv1	14009	ENSG00000006468	ETV1
ENSMUSG00000044167	Foxo1	56458	ENSG00000150907	FOXO1
ENSMUSG00000020454	Eif4enif1	74203	ENSG00000184708	EIF4ENIF1
ENSMUSG00000053581	Zfand2a	100494	ENSG00000178381	ZFAND2A
ENSMUSG00000035722	Abca7	27403	ENSG00000064687	ABCA7
ENSMUSG00000071253	Slc25a16	73132	ENSG00000122912	SLC25A16
ENSMUSG00000053141	Ptprt	19281	ENSG00000196090	PTPRT
ENSMUSG00000020435	Osbp2	74309	ENSG00000184792	OSBP2
ENSMUSG00000060036	Rpl3	27367	ENSG00000100316	RPL3
ENSMUSG00000047446	Arl4a	11861	ENSG00000122644	ARL4A
ENSMUSG00000044986	Tst	22117	ENSG00000128311	TST
ENSMUSG00000041476	Smpx	66106	ENSG00000091482	SMPX
ENSMUSG00000052821	Cysltr1	58861	ENSG00000173198	CYSLTR1
ENSMUSG00000031158	Timm17b	21855	ENSG00000126768	TIMM17B
ENSMUSG00000031364	Grpr	14829	ENSG00000126010	GRPR
ENSMUSG00000022434	Fam118a	73225	ENSG00000100376	FAM118A
ENSMUSG00000031449	Atp4b	11945	ENSG00000186009	ATP4B
ENSMUSG00000074607	Tox2	269389	ENSG00000124191	TOX2
ENSMUSG00000026668	Ucma	68527	ENSG00000165623	UCMA
ENSMUSG00000014418	Hps5	246694	ENSG00000110756	HPS5
ENSMUSG00000029640	Usp12	22217	ENSG00000152484	USP12
ENSMUSG00000038515	Grtp1	66790	ENSG00000139835	GRTP1
ENSMUSG00000038807	Rap1gap2	380711	ENSG00000132359	RAP1GAP2
ENSMUSG00000051212	Gpr183	321019	ENSG00000169508	GPR183
ENSMUSG00000074677	Sirpb1c	100038947	ENSG00000089012	SIRPG
ENSMUSG00000047108	Dnajb7	57755	ENSG00000172404	DNAJB7
ENSMUSG00000053950	Adnp2	240442	ENSG00000101544	ADNP2
ENSMUSG00000029547	Ints1	68510	ENSG00000164880	INTS1
ENSMUSG00000055024	Ep300	328572	ENSG00000100393	EP300
ENSMUSG00000033126	Ybey	216119	ENSG00000182362	YBEY
ENSMUSG00000056306	Sertm1	329641	ENSG00000180440	SERTM1
ENSMUSG00000037813	D630003M21Rik	228846	ENSG00000149633	KIAA1755
ENSMUSG00000047686	Rtl3	213436	ENSG00000179300	RTL3
ENSMUSG00000027340	Slc23a2	54338	ENSG00000089057	SLC23A2
ENSMUSG00000056656	Apol8	239552	ENSG00000128335	APOL2
ENSMUSG00000026048	Ercc5	22592	ENSG00000270181	BIVM-ERCC5
ENSMUSG00000026048	Ercc5	22592	ENSG00000134897	BIVM
ENSMUSG00000027442	Cst8	13012	ENSG00000125815	CST8
ENSMUSG00000029635	Cdk8	264064	ENSG00000132964	CDK8
ENSMUSG00000055717	Slain1	105439	ENSG00000139737	SLAIN1
ENSMUSG00000035765	Dym	69190	ENSG00000141627	DYM
ENSMUSG00000047485	Klhl34	245683	ENSG00000185915	KLHL34
ENSMUSG00000027281	Slx4ip	74243	ENSG00000149346	SLX4IP
ENSMUSG00000027483	Bpifa1	18843	ENSG00000198183	BPIFA1
ENSMUSG00000056812	St8sia3	20451	ENSG00000177511	ST8SIA3
ENSMUSG00000009035	Tmem184b	223693	ENSG00000198792	TMEM184B
ENSMUSG00000001924	Uba1	22201	ENSG00000130985	UBA1
ENSMUSG00000052928	Ctif	269037	ENSG00000134030	CTIF
ENSMUSG00000079525	Cldn34d	74987	ENSG00000234469	CLDN34
ENSMUSG00000016758	Bik	12124	ENSG00000100290	BIK
ENSMUSG00000024413	Npc1	18145	ENSG00000141458	NPC1
ENSMUSG00000074968	Ano3	228432	ENSG00000134343	ANO3
ENSMUSG00000027655	Dhx35	71715	ENSG00000101452	DHX35
ENSMUSG00000018042	Cyb5r3	109754	ENSG00000100243	CYB5R3
ENSMUSG00000053414	Hunk	26559	ENSG00000142149	HUNK
ENSMUSG00000022404	Slc25a17	20524	ENSG00000100372	SLC25A17
ENSMUSG00000047909	Ankrd16	320816	ENSG00000134461	ANKRD16
ENSMUSG00000016541	Atxn10	54138	ENSG00000130638	ATXN10
ENSMUSG00000021000	Mia2	338320	ENSG00000212710	CTAGE1
ENSMUSG00000033576	Apol6	71939	ENSG00000221963	APOL6
ENSMUSG00000071714	Csf2rb2	12984	ENSG00000100368	CSF2RB
ENSMUSG00000022019	Tdrd3	219249	ENSG00000083544	TDRD3
ENSMUSG00000021936	Mapk8	26419	ENSG00000107643	MAPK8
ENSMUSG00000015340	Cybb	13058	ENSG00000165168	CYBB
ENSMUSG00000030751	Psma1	26440	ENSG00000256206	
ENSMUSG00000000359	Rem1	19700	ENSG00000088320	REM1
ENSMUSG00000031227	Magee1	107528	ENSG00000198934	MAGEE1
ENSMUSG00000043110	Lrrn4	320974	ENSG00000125872	LRRN4
ENSMUSG00000030662	Ipo5	70572	ENSG00000065150	IPO5
ENSMUSG00000046318	Ccbe1	320924	ENSG00000183287	CCBE1
ENSMUSG00000033068	Entpd6	12497	ENSG00000197586	ENTPD6
ENSMUSG00000031330	Zcchc13	75064	ENSG00000187969	ZCCHC13
ENSMUSG00000022913	Psmg1	56088	ENSG00000183527	PSMG1
ENSMUSG00000050957	Insl6	27356	ENSG00000120210	INSL6
ENSMUSG00000079260	Tmppe	100504715	ENSG00000188167	TMPPE
ENSMUSG00000000731	Aire	11634	ENSG00000160224	AIRE
ENSMUSG00000026770	Il2ra	16184	ENSG00000134460	IL2RA
ENSMUSG00000061613	U2af1	108121	ENSG00000160201	U2AF1
ENSMUSG00000024521	Pmaip1	58801	ENSG00000141682	PMAIP1
ENSMUSG00000048500	Defb15	246082	ENSG00000088782	DEFB127
ENSMUSG00000051220	Ercc6l	236930	ENSG00000186871	ERCC6L
ENSMUSG00000022415	Syngr1	20972	ENSG00000100321	SYNGR1
ENSMUSG00000040666	Sh3bgr	50795	ENSG00000285815	GET1-SH3BGR
ENSMUSG00000030316	Tamm41	68971	ENSG00000144559	TAMM41
ENSMUSG00000053391	Olfr211	258914	ENSG00000256574	OR13A1
ENSMUSG00000086596	Susd5	382111	ENSG00000173705	SUSD5
ENSMUSG00000030898	Cckbr	12426	ENSG00000110148	CCKBR
ENSMUSG00000025427	Rnf165	225743	ENSG00000141622	RNF165
ENSMUSG00000061802	Odad2	74934	ENSG00000169126	ODAD2
ENSMUSG00000034614	Pik3ip1	216505	ENSG00000100100	PIK3IP1
ENSMUSG00000054136	Adm2	223780	ENSG00000128165	ADM2
ENSMUSG00000020790	Ankfy1	11736	ENSG00000185722	ANKFY1
ENSMUSG00000071347	C1qtnf9	239126	ENSG00000205863	C1QTNF9B
ENSMUSG00000055485	Soga1	320706	ENSG00000149639	SOGA1
ENSMUSG00000003418	St8sia6	241230	ENSG00000148488	ST8SIA6
ENSMUSG00000020412	Ascc2	75452	ENSG00000100325	ASCC2
ENSMUSG00000024098	Twsg1	65960	ENSG00000128791	TWSG1
ENSMUSG00000040456	H2ap	67334	ENSG00000187516	H2AP
ENSMUSG00000025545	Clybl	69634	ENSG00000125246	CLYBL
ENSMUSG00000032925	Itgbl1	223272	ENSG00000198542	ITGBL1
ENSMUSG00000024304	Cdh2	12558	ENSG00000170558	CDH2
ENSMUSG00000034758	Tle6	114606	ENSG00000104953	TLE6
ENSMUSG00000045871	Slitrk6	239250	ENSG00000184564	SLITRK6
ENSMUSG00000036617	Etl4	208618	ENSG00000120549	KIAA1217
ENSMUSG00000036565	Ttyh3	78339	ENSG00000136295	TTYH3
ENSMUSG00000037346	Hrh4	225192	ENSG00000134489	HRH4
ENSMUSG00000027312	Atrn	11990	ENSG00000088812	ATRN
ENSMUSG00000001435	Col18a1	12822	ENSG00000182871	COL18A1
ENSMUSG00000038658	Ric1	226089	ENSG00000107036	RIC1
ENSMUSG00000040040	Ift88	21821	ENSG00000032742	IFT88
ENSMUSG00000065399	Mir133a-1	387151	ENSG00000283927	MIR133A1
ENSMUSG00000026657	Frmd4a	209630	ENSG00000151474	FRMD4A
ENSMUSG00000024268	Celf4	108013	ENSG00000101489	CELF4
ENSMUSG00000025716	Myo3a	667663	ENSG00000095777	MYO3A
ENSMUSG00000055065	Ddx17	67040	ENSG00000100201	DDX17
ENSMUSG00000025421	Hdhd2	76987	ENSG00000167220	HDHD2
ENSMUSG00000024290	Rock1	19877	ENSG00000067900	ROCK1
ENSMUSG00000067578	Cbln4	228942	ENSG00000054803	CBLN4
ENSMUSG00000027403	Tgm6	241636	ENSG00000166948	TGM6
ENSMUSG00000045752	Tssc4	56844	ENSG00000184281	TSSC4
ENSMUSG00000031167	Rbm3	19652	ENSG00000102317	RBM3
ENSMUSG00000031167	Rbm3	100043257	ENSG00000102317	RBM3
ENSMUSG00000027649	Ctnnbl1	66642	ENSG00000132792	CTNNBL1
ENSMUSG00000033096	Apmap	71881	ENSG00000101474	APMAP
ENSMUSG00000018322	Tomm34	67145	ENSG00000025772	TOMM34
ENSMUSG00000027433	Xrn2	24128	ENSG00000088930	XRN2
ENSMUSG00000053916	Nanp	67311	ENSG00000170191	NANP
ENSMUSG00000024614	Tmx3	67988	ENSG00000166479	TMX3
ENSMUSG00000020577	Tspan13	66109	ENSG00000106537	TSPAN13
ENSMUSG00000022863	Btg3	12228	ENSG00000154640	BTG3
ENSMUSG00000024034	Tmprss3	140765	ENSG00000160183	TMPRSS3
ENSMUSG00000037747	Phyhipl	70911	ENSG00000165443	PHYHIPL
ENSMUSG00000037747	Phyhipl	319646	ENSG00000165443	PHYHIPL
ENSMUSG00000016128	Stard13	243362	ENSG00000133121	STARD13
ENSMUSG00000038457	Tmem255b	272465	ENSG00000184497	TMEM255B
ENSMUSG00000047757	Fancb	237211	ENSG00000181544	FANCB
ENSMUSG00000055670	Zzef1	195018	ENSG00000074755	ZZEF1
ENSMUSG00000030310	Slc6a1	232333	ENSG00000157103	SLC6A1
ENSMUSG00000088410	Gm24240	115486035	ENSG00000199477	SNORA31
ENSMUSG00000027346	Gpcpd1	74182	ENSG00000125772	GPCPD1
ENSMUSG00000031292	Cdkl5	382253	ENSG00000008086	CDKL5
ENSMUSG00000027422	Rrbp1	81910	ENSG00000125844	RRBP1
ENSMUSG00000084505	Gm25322	NA	ENSG00000207298	RNU6-83P
ENSMUSG00000037876	Jmjd1c	108829	ENSG00000171988	JMJD1C
ENSMUSG00000041891	Lman1	70361	ENSG00000074695	LMAN1
ENSMUSG00000050272	Dscam	13508	ENSG00000171587	DSCAM
ENSMUSG00000025272	Tro	56191	ENSG00000067445	TRO
ENSMUSG00000024187	Fam234a	106581	ENSG00000167930	FAM234A
ENSMUSG00000029578	Wipi2	74781	ENSG00000157954	WIPI2
ENSMUSG00000031443	F7	14068	ENSG00000057593	F7
ENSMUSG00000044906	4930503L19Rik	269033	ENSG00000166845	C18orf54
ENSMUSG00000031241	Tbx22	245572	ENSG00000122145	TBX22
ENSMUSG00000039128	Cdc123	98828	ENSG00000151465	CDC123
ENSMUSG00000041594	Tmtc4	70551	ENSG00000125247	TMTC4
ENSMUSG00000022432	Smc1b	140557	ENSG00000077935	SMC1B
ENSMUSG00000044863	Defb36	266620	ENSG00000180424	DEFB123
ENSMUSG00000118483	Gm5945	382265	ENSG00000234469	CLDN34
ENSMUSG00000118483	Gm5945	546368	ENSG00000234469	CLDN34
ENSMUSG00000050017	Pitpnb	56305	ENSG00000180957	PITPNB
ENSMUSG00000027602	Map1lc3a	66734	ENSG00000101460	MAP1LC3A
ENSMUSG00000079513	4932429P05Rik	245509	ENSG00000224960	PPP4R3C
ENSMUSG00000039851	4932438H23Rik	74387	ENSG00000205929	C21orf62
ENSMUSG00000026728	Vim	22352	ENSG00000026025	VIM
ENSMUSG00000025056	Nr0b1	11614	ENSG00000169297	NR0B1
ENSMUSG00000056214	Pard6g	93737	ENSG00000178184	PARD6G
ENSMUSG00000037347	Chst7	60322	ENSG00000147119	CHST7
ENSMUSG00000026737	Pip4k2a	18718	ENSG00000150867	PIP4K2A
ENSMUSG00000004988	Fxyd4	108017	ENSG00000150201	FXYD4
ENSMUSG00000031166	Wdr13	73447	ENSG00000101940	WDR13
ENSMUSG00000054302	Eapp	66266	ENSG00000129518	EAPP
ENSMUSG00000024233	Lyzl1	67328	ENSG00000151033	LYZL2
ENSMUSG00000010830	Kdelr3	105785	ENSG00000100196	KDELR3
ENSMUSG00000029641	Rasl11a	68895	ENSG00000122035	RASL11A
ENSMUSG00000024170	Telo2	71718	ENSG00000100726	TELO2
ENSMUSG00000005656	Snx6	72183	ENSG00000129515	SNX6
ENSMUSG00000027752	Exosc8	69639	ENSG00000120699	EXOSC8
ENSMUSG00000020163	Uqcr11	66594	ENSG00000267059	
ENSMUSG00000038416	Cdc16	69957	ENSG00000130177	CDC16
ENSMUSG00000074577	Ripor3	69553	ENSG00000042062	RIPOR3
ENSMUSG00000027276	Jag1	16449	ENSG00000101384	JAG1
ENSMUSG00000026679	Enkur	71233	ENSG00000151023	ENKUR
ENSMUSG00000027661	Slc2a10	170441	ENSG00000197496	SLC2A10
ENSMUSG00000022894	Adamts5	23794	ENSG00000154736	ADAMTS5
ENSMUSG00000038567	Cyp24a1	13081	ENSG00000019186	CYP24A1
ENSMUSG00000031007	Atp6ap2	70495	ENSG00000182220	ATP6AP2
ENSMUSG00000037341	Slc9a7	236727	ENSG00000065923	SLC9A7
ENSMUSG00000050383	Svs3b	329557	ENSG00000124157	SEMG2
ENSMUSG00000050383	Svs3b	329557	ENSG00000124233	SEMG1
ENSMUSG00000041119	Pde9a	18585	ENSG00000160191	PDE9A
ENSMUSG00000037262	Kin	16588	ENSG00000151657	KIN
ENSMUSG00000043157	Arl11	219144	ENSG00000152213	ARL11
ENSMUSG00000045975	C2cd2	207781	ENSG00000157617	C2CD2
ENSMUSG00000045410	Akr1e1	56043	ENSG00000165568	AKR1E2
ENSMUSG00000000901	Mmp11	17385	ENSG00000099953	MMP11
ENSMUSG00000031533	Mrps31	57312	ENSG00000102738	MRPS31
ENSMUSG00000090874	Olfr733	258657	ENSG00000274792	
ENSMUSG00000016554	Eif3d	55944	ENSG00000100353	EIF3D
ENSMUSG00000043518	Rai2	24004	ENSG00000131831	RAI2
ENSMUSG00000000730	Dnmt3l	54427	ENSG00000279493	
ENSMUSG00000000730	Dnmt3l	54427	ENSG00000142182	DNMT3L
ENSMUSG00000057054	Inca1	103844	ENSG00000196388	INCA1
ENSMUSG00000031503	Col4a2	12827	ENSG00000134871	COL4A2
ENSMUSG00000038497	Tmco3	234076	ENSG00000150403	TMCO3
ENSMUSG00000022129	Dct	13190	ENSG00000080166	DCT
ENSMUSG00000054453	Sytl5	236643	ENSG00000147041	SYTL5
ENSMUSG00000024552	Slc14a2	27411	ENSG00000132874	SLC14A2
ENSMUSG00000035944	Ttc38	239570	ENSG00000075234	TTC38
ENSMUSG00000037259	Dzank1	241688	ENSG00000089091	DZANK1
ENSMUSG00000058392	Rrp1b	72462	ENSG00000160208	RRP1B
ENSMUSG00000048108	Tmem72	319776	ENSG00000187783	TMEM72
ENSMUSG00000065945	Gm23796	115489849	ENSG00000212609	RNU1-139P
ENSMUSG00000045518	Onecut3	246086	ENSG00000205922	ONECUT3
ENSMUSG00000068015	Lrch1	380916	ENSG00000136141	LRCH1
ENSMUSG00000022387	Brd1	223770	ENSG00000100425	BRD1
ENSMUSG00000033965	Slc16a2	20502	ENSG00000147100	SLC16A2
ENSMUSG00000027468	Defb22	442835	ENSG00000088782	DEFB127
ENSMUSG00000033405	Nudt15	214254	ENSG00000136159	NUDT15
ENSMUSG00000025147	Mob2	101513	ENSG00000182208	MOB2
ENSMUSG00000038375	Trp53inp2	68728	ENSG00000078804	TP53INP2
ENSMUSG00000026707	Nsun6	74455	ENSG00000241058	NSUN6
